id,award,year,league,playerID,pointsWon,pointsMax,votesFirst,createdAt,updatedAt
5835,Rookie of the Year,1969,NL,sizemte01,14,24,14,,
5836,Rookie of the Year,1970,AL,fostero01,1,24,1,,
5837,Rookie of the Year,1970,AL,munsoth01,23,24,23,,
5838,Rookie of the Year,1970,NL,bowala01,3,24,3,,
5839,Rookie of the Year,1970,NL,carbobe01,8,24,8,,
5840,Rookie of the Year,1970,NL,cedence01,1,24,1,,
5841,Rookie of the Year,1970,NL,mortoca01,11,24,11,,
5842,Rookie of the Year,1970,NL,simpswa01,1,24,1,,
5843,Rookie of the Year,1971,AL,chambch01,11,24,11,,
5844,Rookie of the Year,1971,AL,griffdo01,3,24,3,,
5845,Rookie of the Year,1971,AL,manguan01,4,24,4,,
5846,Rookie of the Year,1971,AL,parsobi01,5,24,5,,
5847,Rookie of the Year,1971,AL,splitpa01,1,24,1,,
5848,Rookie of the Year,1971,NL,montawi01,6,24,6,,
5849,Rookie of the Year,1971,NL,williea02,18,24,18,,
5850,Rookie of the Year,1972,AL,fiskca01,24,24,24,,
5851,Rookie of the Year,1972,NL,matlajo01,19,24,19,,
5852,Rookie of the Year,1972,NL,milnejo01,1,24,1,,
5853,Rookie of the Year,1972,NL,raderda01,4,24,4,,
5854,Rookie of the Year,1973,AL,bumbral01,13,24,13,,
5855,Rookie of the Year,1973,AL,busbyst01,2,24,2,,
5856,Rookie of the Year,1973,AL,coggiri01,1,24,1,,
5857,Rookie of the Year,1973,AL,garcipe01,3,24,3,,
5858,Rookie of the Year,1973,AL,medicdo01,2,24,2,,
5859,Rookie of the Year,1973,AL,porteda02,2,24,2,,
5860,Rookie of the Year,1973,NL,boonebo01,2,24,2,,
5861,Rookie of the Year,1973,NL,ceyro01,1,24,1,,
5862,Rookie of the Year,1973,NL,driesda01,2,24,2,,
5863,Rookie of the Year,1973,NL,grubbjo01,1,24,1,,
5864,Rookie of the Year,1973,NL,lopesda01,1,24,1,,
5865,Rookie of the Year,1973,NL,matthga01,11,24,11,,
5866,Rookie of the Year,1973,NL,rogerst01,3,24,3,,
5867,Rookie of the Year,1973,NL,sosael01,2,24,2,,
5868,Rookie of the Year,1973,NL,ziskri01,0,24,0,,
5869,Rookie of the Year,1974,AL,brettge01,2,24,2,,
5870,Rookie of the Year,1974,AL,burleri01,1,24,1,,
5871,Rookie of the Year,1974,AL,dentbu01,3,24,3,,
5872,Rookie of the Year,1974,AL,hargrmi01,16,24,16,,
5873,Rookie of the Year,1974,AL,sundbji01,1,24,1,,
5874,Rookie of the Year,1974,NL,grossgr01,7,24,7,,
5875,Rookie of the Year,1974,NL,madlobi01,1,24,1,,
5876,Rookie of the Year,1974,NL,mcbriba01,16,24,16,,
5877,Rookie of the Year,1975,AL,lynnfr01,23.5,24,23.5,,
5878,Rookie of the Year,1975,AL,riceji01,0.5,24,0.5,,
5879,Rookie of the Year,1975,NL,cartega01,9,24,9,,
5880,Rookie of the Year,1975,NL,eastwra01,1,24,1,,
5881,Rookie of the Year,1975,NL,montejo01,12,24,12,,
5882,Rookie of the Year,1975,NL,parrila01,1,24,1,,
5883,Rookie of the Year,1975,NL,trillma01,1,24,1,,
5884,Rookie of the Year,1976,AL,fidryma01,22,24,22,,
5885,Rookie of the Year,1976,AL,wynegbu01,2,24,2,,
5886,Rookie of the Year,1976,NL,cruzhe01,2,24,2,,
5887,Rookie of the Year,1976,NL,metzgbu01,11,24,11,,
5888,Rookie of the Year,1976,NL,zachrpa01,11,24,11,,
5889,Rookie of the Year,1977,AL,murraed02,12,28,12,,
5890,Rookie of the Year,1977,AL,pagemi02,9,28,9,,
5891,Rookie of the Year,1977,AL,rozemda01,2,28,2,,
5892,Rookie of the Year,1977,AL,willsbu01,4,28,4,,
5893,Rookie of the Year,1977,NL,bannifl01,1,24,1,,
5894,Rookie of the Year,1977,NL,dawsoan01,10,24,10,,
5895,Rookie of the Year,1977,NL,hendest01,9,24,9,,
5896,Rookie of the Year,1977,NL,richage01,4,24,4,,
5897,Rookie of the Year,1978,AL,galeri01,1,28,1,,
5898,Rookie of the Year,1978,AL,lansfca01,2,28,2,,
5899,Rookie of the Year,1978,AL,molitpa01,3,28,3,,
5900,Rookie of the Year,1978,AL,trammal01,1,28,1,,
5901,Rookie of the Year,1978,AL,whitalo01,21,28,21,,
5902,Rookie of the Year,1978,NL,hornebo01,12,24,12,,
5903,Rookie of the Year,1978,NL,robindo01,3,24,3,,
5904,Rookie of the Year,1978,NL,smithoz01,8,24,8,,
5905,Rookie of the Year,1979,AL,baumgro01,3,28,3,,
5906,Rookie of the Year,1979,AL,castijo01,7,28,7,,
5907,Rookie of the Year,1979,AL,clearma01,5,28,5,,
5908,Rookie of the Year,1979,AL,davisro02,3,28,3,,
5909,Rookie of the Year,1979,AL,griffal01,7,28,7,,
5910,Rookie of the Year,1979,AL,putnapa01,3,28,3,,
5911,Rookie of the Year,1979,NL,leonaje01,3,24,3,,
5912,Rookie of the Year,1979,NL,sutclri01,20,24,20,,
5913,Rookie of the Year,1979,NL,thompsc01,1,24,1,,
5914,Rookie of the Year,1980,AL,burnsbr01,33,140,4,,
5915,Rookie of the Year,1980,AL,charbjo01,102,140,15,,
5916,Rookie of the Year,1980,AL,corbedo01,38,140,3,,
5917,Rookie of the Year,1980,AL,dotsori01,1,140,0,,
5918,Rookie of the Year,1980,AL,garcida01,35,140,3,,
5919,Rookie of the Year,1980,AL,peterri01,3,140,0,,
5920,Rookie of the Year,1980,AL,staplda01,40,140,3,,
5921,Rookie of the Year,1980,NL,durhale01,1,120,0,,
5922,Rookie of the Year,1980,NL,gullibi01,53,120,5,,
5923,Rookie of the Year,1980,NL,hollaal01,1,120,0,,
5924,Rookie of the Year,1980,NL,howest01,80,120,12,,
5925,Rookie of the Year,1980,NL,oestero01,16,120,1,,
5926,Rookie of the Year,1980,NL,reardje01,2,120,0,,
5927,Rookie of the Year,1980,NL,smithda02,13,120,2,,
5928,Rookie of the Year,1980,NL,smithlo01,49,120,4,,
5929,Rookie of the Year,1980,NL,walkbo01,1,120,0,,
5930,Rookie of the Year,1981,AL,babitsh01,4,140,0,,
5931,Rookie of the Year,1981,AL,bellge02,2,140,0,,
5932,Rookie of the Year,1981,AL,engleda01,4,140,0,,
5933,Rookie of the Year,1981,AL,gedmari01,64,140,5,,
5934,Rookie of the Year,1981,AL,havenbr01,1,140,0,,
5935,Rookie of the Year,1981,AL,jonesmi02,8,140,0,,
5936,Rookie of the Year,1981,AL,ojedabo01,36,140,0,,
5937,Rookie of the Year,1981,AL,righeda01,127,140,23,,
5938,Rookie of the Year,1981,AL,wardga01,1,140,0,,
5939,Rookie of the Year,1981,AL,wittmi01,4,140,0,,
5940,Rookie of the Year,1981,NL,berenbr01,5,120,0,,
5941,Rookie of the Year,1981,NL,bonilju01,5,120,0,,
5942,Rookie of the Year,1981,NL,brookhu01,8.5,120,0,,
5943,Rookie of the Year,1981,NL,penato01,4,120,0,,
5944,Rookie of the Year,1981,NL,raineti01,85,120,6.5,,
5945,Rookie of the Year,1981,NL,valenfe01,107,120,17.5,,
5946,Rookie of the Year,1981,NL,wilsomo01,1.5,120,0,,
5947,Rookie of the Year,1982,AL,barfije01,1,140,0,,
5948,Rookie of the Year,1982,AL,boggswa01,10,140,0,,
5949,Rookie of the Year,1982,AL,gaettga01,4,140,0,,
5950,Rookie of the Year,1982,AL,hayesvo01,2,140,0,,
5951,Rookie of the Year,1982,AL,hosteda01,3,140,0,,
5952,Rookie of the Year,1982,AL,hrbekke01,90,140,4,,
5953,Rookie of the Year,1982,AL,ripkeca01,132,140,24,,
5954,Rookie of the Year,1982,AL,vandeed01,9,140,0,,
5955,Rookie of the Year,1982,NL,bedrost01,4,120,0,,
5956,Rookie of the Year,1982,NL,davisch01,32,120,3,,
5957,Rookie of the Year,1982,NL,deleolu01,10,120,0,,
5958,Rookie of the Year,1982,NL,lapoida01,1,120,0,,
5959,Rookie of the Year,1982,NL,mcgeewi01,39,120,5,,
5960,Rookie of the Year,1982,NL,rayjo01,57,120,6,,
5961,Rookie of the Year,1982,NL,sandbry01,9,120,1,,
5962,Rookie of the Year,1982,NL,saxst01,63,120,9,,
5963,Rookie of the Year,1982,NL,shower01,1,120,0,,
5964,Rookie of the Year,1983,AL,boddimi01,70,140,5,,
5965,Rookie of the Year,1983,AL,francju01,78,140,8,,
5966,Rookie of the Year,1983,AL,kittlro01,104,140,15,,
5967,Rookie of the Year,1983,NL,brockgr01,3,120,0,,
5968,Rookie of the Year,1983,NL,deleojo01,3,120,0,,
5969,Rookie of the Year,1983,NL,dipinfr01,6,120,0,,
5970,Rookie of the Year,1983,NL,doranbi02,7,120,0,,
5971,Rookie of the Year,1983,NL,hallme01,32,120,0,,
5972,Rookie of the Year,1983,NL,mcmurcr01,49,120,6,,
5973,Rookie of the Year,1983,NL,redusga01,8,120,0,,
5974,Rookie of the Year,1983,NL,strawda01,106,120,18,,
5975,Rookie of the Year,1983,NL,thurmma01,1,120,0,,
5976,Rookie of the Year,1983,NL,tunnele01,1,120,0,,
5977,Rookie of the Year,1984,AL,clemero02,2,140,0,,
5978,Rookie of the Year,1984,AL,davisal01,134,140,25,,
5979,Rookie of the Year,1984,AL,gubicma01,1,140,0,,
5980,Rookie of the Year,1984,AL,langsma01,82,140,3,,
5981,Rookie of the Year,1984,AL,nippeal01,1,140,0,,
5982,Rookie of the Year,1984,AL,puckeki01,23,140,0,,
5983,Rookie of the Year,1984,AL,romanro01,1,140,0,,
5984,Rookie of the Year,1984,AL,teufeti01,5,140,0,,
5985,Rookie of the Year,1984,AL,youngmi01,3,140,0,,
5986,Rookie of the Year,1984,NL,darliro01,3,120,0,,
5987,Rookie of the Year,1984,NL,gladdda01,9,120,0,,
5988,Rookie of the Year,1984,NL,goodedw01,118,120,23,,
5989,Rookie of the Year,1984,NL,hershor01,15,120,0,,
5990,Rookie of the Year,1984,NL,martica01,2,120,0,,
5991,Rookie of the Year,1984,NL,pendlte01,1,120,0,,
5992,Rookie of the Year,1984,NL,samueju01,67,120,1,,
5993,Rookie of the Year,1984,NL,stoneje01,1,120,0,,
5994,Rookie of the Year,1985,AL,clibust02,16,140,1,,
5995,Rookie of the Year,1985,AL,fishebr01,7,140,0,,
5996,Rookie of the Year,1985,AL,guilloz01,101,140,16,,
5997,Rookie of the Year,1985,AL,henketo01,5,140,1,,
5998,Rookie of the Year,1985,AL,higuete01,67,140,9,,
5999,Rookie of the Year,1985,AL,mcdowod01,25,140,1,,
6000,Rookie of the Year,1985,AL,rileser01,29,140,0,,
6001,Rookie of the Year,1985,AL,salasma01,2,140,0,,
6002,Rookie of the Year,1985,NL,brownch02,7,120,0,,
6003,Rookie of the Year,1985,NL,brownto05,72,120,0,,
6004,Rookie of the Year,1985,NL,colemvi01,120,120,24,,
6005,Rookie of the Year,1985,NL,davisgl01,3,120,0,,
6006,Rookie of the Year,1985,NL,duncama01,9,120,0,,
6007,Rookie of the Year,1985,NL,heskejo01,1,120,0,,
6008,Rookie of the Year,1985,NL,mcdowro01,2,120,0,,
6009,Rookie of the Year,1985,NL,orsuljo01,2,120,0,,
6010,Rookie of the Year,1986,AL,cansejo01,110,140,16,,
6011,Rookie of the Year,1986,AL,eichhma01,23,140,0,,
6012,Rookie of the Year,1986,AL,joynewa01,98,140,12,,
6013,Rookie of the Year,1986,AL,sierrru01,1,140,0,,
6014,Rookie of the Year,1986,AL,snydeco02,16,140,0,,
6015,Rookie of the Year,1986,AL,tartada01,4,140,0,,
6016,Rookie of the Year,1986,NL,bondsba01,4,120,0,,
6017,Rookie of the Year,1986,NL,clarkwi02,5,120,0,,
6018,Rookie of the Year,1986,NL,deshaji01,1,120,0,,
6019,Rookie of the Year,1986,NL,kerfech01,17,120,0,,
6020,Rookie of the Year,1986,NL,krukjo01,1,120,0,,
6021,Rookie of the Year,1986,NL,larkiba01,1,120,0,,
6022,Rookie of the Year,1986,NL,mitchke01,22,120,1,,
6023,Rookie of the Year,1986,NL,ruffibr01,1,120,0,,
6024,Rookie of the Year,1986,NL,thompro01,46,120,0,,
6025,Rookie of the Year,1986,NL,worreto01,118,120,23,,
6026,Rookie of the Year,1987,AL,greenmi01,9,140,0,,
6027,Rookie of the Year,1987,AL,hennemi01,1,140,0,,
6028,Rookie of the Year,1987,AL,liriane01,1,140,0,,
6029,Rookie of the Year,1987,AL,mcgwima01,140,140,28,,
6030,Rookie of the Year,1987,AL,nokesma01,32,140,0,,
6031,Rookie of the Year,1987,AL,seitzke01,64,140,0,,
6032,Rookie of the Year,1987,AL,whitede03,5,140,0,,
6033,Rookie of the Year,1987,NL,candaca01,9,120,0,,
6034,Rookie of the Year,1987,NL,dunnemi01,66,120,0,,
6035,Rookie of the Year,1987,NL,jamesch02,1,120,0,,
6036,Rookie of the Year,1987,NL,lancale01,1,120,0,,
6037,Rookie of the Year,1987,NL,magrajo01,10,120,0,,
6038,Rookie of the Year,1987,NL,mathegr01,1,120,0,,
6039,Rookie of the Year,1987,NL,myersra01,1,120,0,,
6040,Rookie of the Year,1987,NL,santibe01,120,120,24,,
6041,Rookie of the Year,1987,NL,youngge02,7,120,0,,
6042,Rookie of the Year,1988,AL,augusdo01,22,140,0,,
6043,Rookie of the Year,1988,AL,espyce01,1,140,0,,
6044,Rookie of the Year,1988,AL,gallada01,18,140,2,,
6045,Rookie of the Year,1988,AL,harvebr01,49,140,3,,
6046,Rookie of the Year,1988,AL,perezme01,9,140,0,,
6047,Rookie of the Year,1988,AL,reedjo01,48,140,6,,
6048,Rookie of the Year,1988,AL,schoomi01,2,140,0,,
6049,Rookie of the Year,1988,AL,weisswa01,103,140,17,,
6050,Rookie of the Year,1988,NL,alomaro01,11,120,2,,
6051,Rookie of the Year,1988,NL,belchti01,35,120,3,,
6052,Rookie of the Year,1988,NL,berryda01,3,120,0,,
6053,Rookie of the Year,1988,NL,gantro01,22,120,1,,
6054,Rookie of the Year,1988,NL,gracema01,61,120,7,,
6055,Rookie of the Year,1988,NL,jeffegr01,3,120,0,,
6056,Rookie of the Year,1988,NL,jordari02,2,120,0,,
6057,Rookie of the Year,1988,NL,saboch01,79,120,11,,
6058,Rookie of the Year,1989,AL,abbotji01,10,140,0,,
6059,Rookie of the Year,1989,AL,brownke01,2,140,0,,
6060,Rookie of the Year,1989,AL,gordoto01,67,140,1,,
6061,Rookie of the Year,1989,AL,griffke02,21,140,1,,
6062,Rookie of the Year,1989,AL,olsongr01,136,140,26,,
6063,Rookie of the Year,1989,AL,worthcr01,16,140,0,,
6064,Rookie of the Year,1989,NL,benesan01,3,120,0,,
6065,Rookie of the Year,1989,NL,harrigr02,2,120,0,,
6066,Rookie of the Year,1989,NL,hayesch01,3,120,0,,
6067,Rookie of the Year,1989,NL,jeffegr01,18,120,0,,
6068,Rookie of the Year,1989,NL,lillide01,6,120,0,,
6069,Rookie of the Year,1989,NL,smithdw01,68,120,2,,
6070,Rookie of the Year,1989,NL,waltoje01,116,120,22,,
6071,Rookie of the Year,1990,AL,alomasa02,140,140,28,,
6072,Rookie of the Year,1990,AL,appieke01,31,140,0,,
6073,Rookie of the Year,1990,AL,coleal01,1,140,0,,
6074,Rookie of the Year,1990,AL,frymatr01,5,140,0,,
6075,Rookie of the Year,1990,AL,maaske01,47,140,0,,
6076,Rookie of the Year,1990,AL,mcdonbe01,2,140,0,,
6077,Rookie of the Year,1990,AL,olerujo01,13,140,0,,
6078,Rookie of the Year,1990,AL,radinsc01,1,140,0,,
6079,Rookie of the Year,1990,AL,tapanke01,9,140,0,,
6080,Rookie of the Year,1990,AL,venturo01,3,140,0,,
6081,Rookie of the Year,1990,NL,burkejo03,12,120,0,,
6082,Rookie of the Year,1990,NL,deshide01,60,120,1,,
6083,Rookie of the Year,1990,NL,grissma02,1,120,0,,
6084,Rookie of the Year,1990,NL,harkemi01,7,120,0,,
6085,Rookie of the Year,1990,NL,justida01,118,120,23,,
6086,Rookie of the Year,1990,NL,morriha02,13,120,0,,
6087,Rookie of the Year,1990,NL,walkela01,1,120,0,,
6088,Rookie of the Year,1990,NL,zeileto01,4,120,0,,
6089,Rookie of the Year,1991,AL,cuylemi01,22,140,1,,
6090,Rookie of the Year,1991,AL,delucri01,7,140,0,,
6091,Rookie of the Year,1991,AL,gomezle02,1,140,0,,
6092,Rookie of the Year,1991,AL,guzmaju01,68,140,1,,
6093,Rookie of the Year,1991,AL,henrydo01,1,140,0,,
6094,Rookie of the Year,1991,AL,knoblch01,136,140,26,,
6095,Rookie of the Year,1991,AL,maynebr01,1,140,0,,
6096,Rookie of the Year,1991,AL,nagych01,1,140,0,,
6097,Rookie of the Year,1991,AL,plantph01,1,140,0,,
6098,Rookie of the Year,1991,AL,rodriiv01,10,140,0,,
6099,Rookie of the Year,1991,AL,timlimi01,2,140,0,,
6100,Rookie of the Year,1991,AL,whitema01,2,140,0,,
6101,Rookie of the Year,1991,NL,bagweje01,118,120,23,,
6102,Rookie of the Year,1991,NL,barbebr01,3,120,0,,
6103,Rookie of the Year,1991,NL,chambwe01,3,120,0,,
6104,Rookie of the Year,1991,NL,huntebr01,7,120,0,,
6105,Rookie of the Year,1991,NL,lankfra01,28,120,0,,
6106,Rookie of the Year,1991,NL,mcelrch01,3,120,0,,
6107,Rookie of the Year,1991,NL,merceor01,53,120,1,,
6108,Rookie of the Year,1991,NL,stantmi02,1,120,0,,
6109,Rookie of the Year,1992,AL,eldreca01,22,140,1,,
6110,Rookie of the Year,1992,AL,flemida01,23,140,0,,
6111,Rookie of the Year,1992,AL,listapa01,122,140,20,,
6112,Rookie of the Year,1992,AL,loftoke01,85,140,7,,
6113,Rookie of the Year,1992,NL,aloumo01,30,120,0,,
6114,Rookie of the Year,1992,NL,karroer01,116,120,22,,
6115,Rookie of the Year,1992,NL,osbordo01,12,120,0,,
6116,Rookie of the Year,1992,NL,perezmi01,2,120,0,,
6117,Rookie of the Year,1992,NL,riverbe01,1,120,0,,
6118,Rookie of the Year,1992,NL,sandere02,23,120,0,,
6119,Rookie of the Year,1992,NL,seminfr01,1,120,0,,
6120,Rookie of the Year,1992,NL,wakefti01,29,120,2,,
6121,Rookie of the Year,1992,NL,willibr01,1,120,0,,
6122,Rookie of the Year,1992,NL,wohlema01,1,120,0,,
6123,Rookie of the Year,1993,AL,amarari01,8,140,0,,
6124,Rookie of the Year,1993,AL,bereja01,59,140,0,,
6125,Rookie of the Year,1993,AL,dipotje01,1,140,0,,
6126,Rookie of the Year,1993,AL,gatesbr01,7,140,0,,
6127,Rookie of the Year,1993,AL,hulseda01,1,140,0,,
6128,Rookie of the Year,1993,AL,kirbywa01,12,140,0,,
6129,Rookie of the Year,1993,AL,neeltr01,5,140,0,,
6130,Rookie of the Year,1993,AL,salmoti01,140,140,28,,
6131,Rookie of the Year,1993,AL,seleaa01,19,140,0,,
6132,Rookie of the Year,1993,NL,carrch02,18,140,0,,
6133,Rookie of the Year,1993,NL,coninje01,31,140,0,,
6134,Rookie of the Year,1993,NL,cookest01,1,140,0,,
6135,Rookie of the Year,1993,NL,cordewi01,3,140,0,,
6136,Rookie of the Year,1993,NL,garcica01,2,140,0,,
6137,Rookie of the Year,1993,NL,gutieri01,1,140,0,,
6138,Rookie of the Year,1993,NL,martial03,6,140,0,,
6139,Rookie of the Year,1993,NL,martipe02,2,140,0,,
6140,Rookie of the Year,1993,NL,mcmicgr01,40,140,0,,
6141,Rookie of the Year,1993,NL,piazzmi01,140,140,28,,
6142,Rookie of the Year,1993,NL,reynoar02,1,140,0,,
6143,Rookie of the Year,1993,NL,rueteki01,3,140,0,,
6144,Rookie of the Year,1993,NL,stockke01,4,140,0,,
6145,Rookie of the Year,1994,AL,anderbr02,4,140,0,,
6146,Rookie of the Year,1994,AL,edmonji01,2,140,0,,
6147,Rookie of the Year,1994,AL,gomezch02,6,140,0,,
6148,Rookie of the Year,1994,AL,greerru01,42,140,3,,
6149,Rookie of the Year,1994,AL,hamelbo01,134,140,25,,
6150,Rookie of the Year,1994,AL,hammoje01,4,140,0,,
6151,Rookie of the Year,1994,AL,ramirma02,44,140,0,,
6152,Rookie of the Year,1994,AL,rislebi01,6,140,0,,
6153,Rookie of the Year,1994,AL,valenjo03,1,140,0,,
6154,Rookie of the Year,1994,NL,carrahe01,3,140,0,,
6155,Rookie of the Year,1994,NL,floydcl01,10,140,0,,
6156,Rookie of the Year,1994,NL,hamiljo02,10,140,0,,
6157,Rookie of the Year,1994,NL,hudekjo01,27,140,0,,
6158,Rookie of the Year,1994,NL,jonesbo03,3,140,0,,
6159,Rookie of the Year,1994,NL,kleskry01,25,140,0,,
6160,Rookie of the Year,1994,NL,lopezja01,2,140,0,,
6161,Rookie of the Year,1994,NL,mondera01,140,140,28,,
6162,Rookie of the Year,1994,NL,reynosh01,1,140,0,,
6163,Rookie of the Year,1994,NL,trachst01,22,140,0,,
6164,Rookie of the Year,1994,NL,vanlawi01,9,140,0,,
6165,Rookie of the Year,1995,AL,anderga01,99,140,13,,
6166,Rookie of the Year,1995,AL,cordoma01,105,140,13,,
6167,Rookie of the Year,1995,AL,durhara01,3,140,0,,
6168,Rookie of the Year,1995,AL,goodwto01,1,140,0,,
6169,Rookie of the Year,1995,AL,greensh01,8,140,0,,
6170,Rookie of the Year,1995,AL,nunnajo01,2,140,0,,
6171,Rookie of the Year,1995,AL,percitr01,13,140,1,,
6172,Rookie of the Year,1995,AL,pettian01,16,140,1,,
6173,Rookie of the Year,1995,AL,radkebr01,1,140,0,,
6174,Rookie of the Year,1995,AL,sparkst01,1,140,0,,
6175,Rookie of the Year,1995,AL,tavarju01,3,140,0,,
6176,Rookie of the Year,1995,NL,fonvich01,1,140,0,,
6177,Rookie of the Year,1995,NL,huntebr02,1,140,0,,
6178,Rookie of the Year,1995,NL,isrinja01,4,140,0,,
6179,Rookie of the Year,1995,NL,johnsch04,1,140,0,,
6180,Rookie of the Year,1995,NL,jonesch06,104,140,10,,
6181,Rookie of the Year,1995,NL,mabryjo01,4,140,0,,
6182,Rookie of the Year,1995,NL,nomohi01,118,140,18,,
6183,Rookie of the Year,1995,NL,perezca01,4,140,0,,
6184,Rookie of the Year,1995,NL,valdeis01,1,140,0,,
6185,Rookie of the Year,1995,NL,verasqu01,14,140,0,,
6186,Rookie of the Year,1996,AL,baldwja01,64,140,0,,
6187,Rookie of the Year,1996,AL,batisto01,1,140,0,,
6188,Rookie of the Year,1996,AL,clarkto02,30,140,0,,
6189,Rookie of the Year,1996,AL,coppiro01,6,140,0,,
6190,Rookie of the Year,1996,AL,crabtti01,1,140,0,,
6191,Rookie of the Year,1996,AL,damicje01,1,140,0,,
6192,Rookie of the Year,1996,AL,erstada01,3,140,0,,
6193,Rookie of the Year,1996,AL,jeterde01,140,140,28,,
6194,Rookie of the Year,1996,AL,rosadjo01,6,140,0,,
6195,Rookie of the Year,1996,NL,benesal01,5,140,0,,
6196,Rookie of the Year,1996,NL,dyeje01,6,140,0,,
6197,Rookie of the Year,1996,NL,hollato01,105,140,15,,
6198,Rookie of the Year,1996,NL,kendaja01,30,140,1,,
6199,Rookie of the Year,1996,NL,ordonre01,7,140,1,,
6200,Rookie of the Year,1996,NL,renteed01,84,140,10,,
6201,Rookie of the Year,1996,NL,santafp01,15,140,1,,
6202,Rookie of the Year,1997,AL,camermi01,5,140,0,,
6203,Rookie of the Year,1997,AL,cruzde01,12,140,0,,
6204,Rookie of the Year,1997,AL,cruzjo02,61,140,0,,
6205,Rookie of the Year,1997,AL,dicksja01,27,140,0,,
6206,Rookie of the Year,1997,AL,garcino01,140,140,28,,
6207,Rookie of the Year,1997,AL,wrighja02,7,140,0,,
6208,Rookie of the Year,1997,NL,gonzaje01,3,140,0,,
6209,Rookie of the Year,1997,NL,guerrvl01,9,140,0,,
6210,Rookie of the Year,1997,NL,guilljo01,4,140,0,,
6211,Rookie of the Year,1997,NL,hernali01,25,140,0,,
6212,Rookie of the Year,1997,NL,jonesan01,15,140,0,,
6213,Rookie of the Year,1997,NL,loiseri01,22,140,0,,
6214,Rookie of the Year,1997,NL,morrima01,25,140,0,,
6215,Rookie of the Year,1997,NL,orieke01,1,140,0,,
6216,Rookie of the Year,1997,NL,perezne01,1,140,0,,
6217,Rookie of the Year,1997,NL,rolensc01,140,140,28,,
6218,Rookie of the Year,1997,NL,tomkobr01,4,140,0,,
6219,Rookie of the Year,1997,NL,womacto01,3,140,0,,
6220,Rookie of the Year,1998,AL,arrojro01,61,140,4,,
6221,Rookie of the Year,1998,AL,carusmi01,34,140,0,,
6222,Rookie of the Year,1998,AL,grievbe01,130,140,23,,
6223,Rookie of the Year,1998,AL,hernaor01,25,140,1,,
6224,Rookie of the Year,1998,AL,ordonma01,1,140,0,,
6225,Rookie of the Year,1998,AL,ponsosi01,1,140,0,,
6226,Rookie of the Year,1998,NL,fullmbr01,2,160,0,,
6227,Rookie of the Year,1998,NL,heltoto01,119,160,15,,
6228,Rookie of the Year,1998,NL,leetr01,21,160,0,,
6229,Rookie of the Year,1998,NL,ligteke01,18,160,1,,
6230,Rookie of the Year,1998,NL,woodke02,128,160,16,,
6231,Rookie of the Year,1999,AL,beltrca01,133,140,26,,
6232,Rookie of the Year,1999,AL,daubabr01,16,140,1,,
6233,Rookie of the Year,1999,AL,garcifr02,45,140,1,,
6234,Rookie of the Year,1999,AL,hudsoti01,13,140,0,,
6235,Rookie of the Year,1999,AL,kochbi01,4,140,0,,
6236,Rookie of the Year,1999,AL,leeca01,4,140,0,,
6237,Rookie of the Year,1999,AL,nixontr01,1,140,0,,
6238,Rookie of the Year,1999,AL,singlch01,9,140,0,,
6239,Rookie of the Year,1999,AL,zimmeje02,27,140,0,,
6240,Rookie of the Year,1999,NL,bensokr01,5,160,0,,
6241,Rookie of the Year,1999,NL,mcewijo01,3,160,0,,
6242,Rookie of the Year,1999,NL,mcglike01,1,160,0,,
6243,Rookie of the Year,1999,NL,morriwa02,69,160,6,,
6244,Rookie of the Year,1999,NL,willisc01,118,160,17,,
6245,Rookie of the Year,1999,NL,wilsopr01,88,160,9,,
6246,Rookie of the Year,2000,AL,coxst01,1,140,0,,
6247,Rookie of the Year,2000,AL,kennead01,1,140,0,,
6248,Rookie of the Year,2000,AL,longte01,83,140,7,,
6249,Rookie of the Year,2000,AL,molinbe01,3,140,0,,
6250,Rookie of the Year,2000,AL,quinnma01,56,140,4,,
6251,Rookie of the Year,2000,AL,redmama01,1,140,0,,
6252,Rookie of the Year,2000,AL,sasakka01,104,140,17,,
6253,Rookie of the Year,2000,AL,wunscke01,2,140,0,,
6254,Rookie of the Year,2000,AL,zitoba01,1,140,0,,
6255,Rookie of the Year,2000,NL,ankieri01,87,160,6,,
6256,Rookie of the Year,2000,NL,berkmla01,1,160,0,,
6257,Rookie of the Year,2000,NL,burrepa01,10,160,0,,
6258,Rookie of the Year,2000,NL,furcara01,144,160,25,,
6259,Rookie of the Year,2000,NL,melusmi01,7,160,0,,
6260,Rookie of the Year,2000,NL,paytoja01,37,160,1,,
6261,Rookie of the Year,2000,NL,pierrju01,1,160,0,,
6262,Rookie of the Year,2000,NL,smithch06,1,160,0,,
6263,Rookie of the Year,2001,AL,eckstda01,6,140,0,,
6264,Rookie of the Year,2001,AL,sabatcc01,73,140,1,,
6265,Rookie of the Year,2001,AL,soriaal01,35,140,0,,
6266,Rookie of the Year,2001,AL,suzukic01,138,140,27,,
6267,Rookie of the Year,2001,NL,dunnad01,1,160,0,,
6268,Rookie of the Year,2001,NL,oswalro01,82,160,0,,
6269,Rookie of the Year,2001,NL,pujolal01,160,160,32,,
6270,Rookie of the Year,2001,NL,rolliji01,44,160,0,,
6271,Rookie of the Year,2001,NL,smithbu02,1,160,0,,
6272,Rookie of the Year,2002,AL,ellisma01,1,140,0,,
